Iteration	Posterior	Likelihood	Prior	alpha	beta	d[1]	d[2]	d[3]	d[4]	d[5]	d[6]	mean	var
22750	-21.164	-15.6731	-5.49089	142.7825	4.303747	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.17633	7.708707
22760	-20.4111	-15.095	-5.31604	148.2779	4.265584	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.76145	8.149282
22770	-20.3909	-15.0601	-5.33082	145.5021	4.236866	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.34192	8.105499
22780	-21.5289	-15.2672	-6.26172	91.84077	2.636363	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.83617	13.21372
22790	-21.8902	-15.8863	-6.00393	84.88603	2.582072	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.87516	12.73209
22800	-20.2327	-15.1285	-5.10422	129.7227	3.710296	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.96289	9.423209
22810	-20.3996	-15.0605	-5.33913	145.9824	4.250122	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.34781	8.081606
22820	-21.4766	-15.4149	-6.06168	97.86	2.760234	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.45351	12.84439
22830	-21.1513	-15.4196	-5.73172	92.66554	2.760927	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.56319	12.15649
22840	-20.3445	-15.1089	-5.23565	110.1084	3.213215	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.26736	10.66451
22850	-20.2169	-15.1112	-5.10569	130.1821	3.72944	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.9066	9.359745
22860	-20.3699	-15.1773	-5.19257	117.6898	3.356031	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.06815	10.4493
22870	-22.2261	-15.4186	-6.8075	81.58807	2.404618	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.92973	14.11024
22880	-20.384	-15.1456	-5.23835	108.7678	3.191755	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.07775	10.6768
22890	-20.6057	-15.3686	-5.23709	133.2727	3.97895	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.49443	8.417907
22900	-20.8607	-15.1192	-5.74152	164.8849	4.77021	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.56554	7.246127
22910	-22.6757	-16.1185	-6.55726	77.66373	2.379578	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.6376	13.71571
22920	-20.5786	-15.2413	-5.33727	152.6024	4.343997	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.12949	8.086903
22930	-20.1548	-15.051	-5.10377	125.4388	3.641492	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.44709	9.459607
22940	-20.4328	-15.1233	-5.30946	110.1387	3.168892	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.75621	10.96794
22950	-20.7785	-15.4097	-5.36882	100.2972	2.995594	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.48157	11.17694
22960	-21.0814	-15.942	-5.13945	129.5546	3.582282	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.16539	10.09563
22970	-20.3746	-15.2397	-5.13483	113.1594	3.354676	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.73184	10.05517
22980	-21.4364	-15.9766	-5.45977	165.9688	4.619546	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.92752	7.777284
22990	-20.8705	-15.4304	-5.44005	98.2114	2.934919	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.46307	11.4017
23000	-20.8736	-15.6382	-5.23537	151.3443	4.238455	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.70741	8.424628
23010	-20.5073	-15.0688	-5.43852	151.2483	4.396154	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.40468	7.826087
23020	-23.0669	-17.7285	-5.33839	127.0999	3.388008	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.51464	11.07277
23030	-21.1668	-16.0569	-5.10993	141.5018	3.90979	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.19166	9.256676
23040	-20.3898	-15.066	-5.32386	147.3051	4.257679	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.59751	8.125909
23050	-20.9066	-15.726	-5.18062	104.8821	3.178524	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.99709	10.38126
23060	-20.423	-15.3194	-5.1036	118.5632	3.533547	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.55359	9.495724
23070	-20.3305	-15.0806	-5.24984	144.1492	4.15007	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.73417	8.369539
23080	-20.5718	-15.2191	-5.35275	103.348	3.048224	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.90432	11.12265
23090	-21.17	-15.2222	-5.94782	93.40514	2.720531	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.33342	12.62012
23100	-21.6331	-15.293	-6.34011	87.69297	2.562829	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.21726	13.35136
23110	-20.2642	-15.0781	-5.18612	134.9182	3.951225	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.14592	8.641857
23120	-20.2562	-15.1522	-5.10401	128.3291	3.663208	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.03189	9.563173
23130	-20.3074	-15.0917	-5.21569	111.8958	3.253696	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.39037	10.56963
23140	-20.7879	-15.2215	-5.56633	151.5111	4.478316	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.83216	7.55466
23150	-20.5701	-15.2052	-5.36494	110.2586	3.142654	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.08456	11.16399
23160	-20.3909	-15.1705	-5.22041	115.8776	3.307467	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.03515	10.59275
23170	-22.5566	-16.7738	-5.78283	111.6714	3.016629	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.01859	12.27151
23180	-21.2076	-15.6091	-5.5985	93.14718	2.805279	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.20424	11.83634
23190	-21.0141	-15.2583	-5.75587	94.64853	2.784041	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.99682	12.21132
23200	-20.205	-15.0472	-5.15779	135.5659	3.924851	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.5404	8.800435
23210	-21.9736	-16.6964	-5.27721	125.1816	3.397817	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.84178	10.84278
23220	-21.0494	-15.7416	-5.30777	156.6061	4.376975	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.77952	8.174485
23230	-20.7209	-15.609	-5.11193	130.9596	3.658535	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.79563	9.784143
23240	-21.0284	-15.8558	-5.17255	124.2684	3.77646	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.90606	8.713468
23250	-21.6995	-15.8148	-5.8847	104.4453	2.891719	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.11876	12.49041
23260	-20.2901	-15.0864	-5.20379	135.9795	3.986244	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.11219	8.557476
23270	-20.5657	-15.3926	-5.17308	122.0756	3.436709	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.52108	10.33578
23280	-20.9653	-15.6954	-5.26984	132.0108	3.988558	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.09739	8.298083
23290	-22.052	-16.7093	-5.34276	92.68575	2.8912	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.05789	11.08809
23300	-20.5539	-15.0833	-5.47061	151.3779	4.41871	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.25839	7.753029
23310	-20.4968	-15.071	-5.42579	151.754	4.395059	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.52831	7.856166
23320	-20.1757	-15.0588	-5.11682	128.3486	3.745298	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.26928	9.149946
23330	-20.4613	-15.355	-5.10629	134.3935	3.793111	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.43094	9.340865
23340	-20.2472	-15.0831	-5.16403	138.0917	3.96986	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.78502	8.762278
23350	-20.1687	-15.0581	-5.1106	121.6445	3.530312	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.45716	9.760374
23360	-20.272	-15.1599	-5.11211	133.2544	3.802002	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.04848	9.218427
23370	-21.2601	-15.5482	-5.71191	105.5305	2.951899	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.75004	12.11086
23380	-21.7924	-15.2928	-6.49958	86.75802	2.523761	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.37649	13.62114
23390	-25.1572	-15.7285	-9.42864	72.62302	2.04146	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.57406	17.42579
23400	-21.8492	-15.3334	-6.5158	85.32528	2.500382	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.1249	13.64788
23410	-20.7495	-15.4668	-5.28263	116.9174	3.28046	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.64054	10.8645
23420	-20.8924	-15.749	-5.14338	144.6251	4.031488	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.87388	8.898422
23430	-20.3512	-15.1991	-5.15211	129.1408	3.822743	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.78223	8.83717
23440	-21.2662	-16.1555	-5.11069	114.9891	3.527193	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.60074	9.242688
23450	-21.1679	-15.8986	-5.26938	99.53951	3.034365	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.80406	10.81085
23460	-22.8407	-16.715	-6.12565	79.03691	2.468984	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.01191	12.96562
23470	-20.6092	-15.5042	-5.105	135.3616	3.79777	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.64239	9.385084
23480	-22.1252	-15.3869	-6.73829	82.62367	2.429037	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.015	14.00349
23490	-21.7663	-16.5281	-5.23823	157.7431	4.329992	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.43035	8.413493
23500	-20.5306	-15.1326	-5.39803	104.6412	3.046847	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.3441	11.27201
23510	-23.1325	-17.1415	-5.99102	109.6103	2.93705	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.31987	12.70658
23520	-20.4083	-15.1009	-5.30743	148.035	4.25524	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.78886	8.175534
23530	-20.1626	-15.0565	-5.10609	123.6053	3.578065	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.5453	9.654746
23540	-21.1073	-15.2293	-5.87806	93.80477	2.741989	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.21048	12.47652
23550	-23.4224	-17.0172	-6.40522	103.2631	2.769494	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.2859	13.46307
23560	-20.4371	-15.1456	-5.29143	106.8591	3.131187	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.12733	10.89917
23570	-20.9863	-15.1879	-5.79844	96.92148	2.806424	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.53558	12.3059
23580	-21.5245	-16.4098	-5.11464	135.7904	3.717141	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.53087	9.827679
23590	-20.2845	-15.1562	-5.12826	122.8225	3.505953	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.03255	9.992303
23600	-20.3852	-15.1986	-5.18656	110.1056	3.251332	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.86478	10.41566
23610	-22.0547	-15.8079	-6.24683	82.63226	2.503221	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.01038	13.18716
23620	-21.3408	-16.1018	-5.23903	155.1593	4.295179	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.12405	8.41037
23630	-20.6501	-15.5453	-5.10475	117.4669	3.535907	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.22113	9.395363
23640	-21.0536	-15.7255	-5.32814	98.72518	2.990896	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.00857	11.03635
23650	-20.3357	-15.2266	-5.10912	122.6615	3.637069	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.72538	9.27268
23660	-21.5538	-16.0668	-5.48701	92.27393	2.827915	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.62967	11.53842
23670	-20.1717	-15.0648	-5.10698	129.1227	3.721783	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.69379	9.32182
23680	-22.6959	-17.5396	-5.15631	97.26906	3.084235	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.5375	10.22539
23690	-20.6625	-15.1536	-5.5089	150.5427	4.430157	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.98135	7.670462
23700	-20.2657	-15.1594	-5.10631	122.9264	3.627773	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.8848	9.340385
23710	-20.2411	-15.1033	-5.13779	136.0054	3.900099	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.87231	8.941391
23720	-20.3688	-15.1653	-5.20348	109.8621	3.233476	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.97648	10.50772
23730	-20.4954	-15.1657	-5.32971	141.6679	4.179836	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.89317	8.108732
23740	-20.2625	-15.0475	-5.21498	139.7154	4.052339	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.47772	8.508103
23750	-20.4401	-15.3178	-5.12238	123.9454	3.69387	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.55434	9.08379
23760	-20.6257	-15.3133	-5.3124	103.1469	3.065131	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.65172	10.97889
23770	-20.6847	-15.5647	-5.12002	121.0082	3.644494	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.20302	9.110462
23780	-22.6224	-16.731	-5.89134	109.4946	2.959153	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.00201	12.50426
23790	-20.2975	-15.0578	-5.23977	142.3972	4.11544	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.60072	8.407538
23800	-20.2221	-15.1136	-5.10848	125.3853	3.59217	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.90518	9.717017
23810	-20.2235	-15.0709	-5.15262	132.2461	3.869177	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.17938	8.833761
23820	-20.7195	-15.3875	-5.33195	114.1044	3.213446	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.50841	11.04995
23830	-20.4891	-15.3342	-5.15491	127.4974	3.802302	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.53162	8.818768
23840	-21.2261	-16.1043	-5.1218	144.2584	3.983672	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.21242	9.090213
23850	-23.5703	-15.4948	-8.07552	77.65342	2.213638	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.07954	15.84701
23860	-20.2005	-15.0885	-5.11198	119.345	3.492373	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.17305	9.785052
23870	-20.2965	-15.1879	-5.10854	132.8286	3.782303	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.11844	9.284936
23880	-20.2728	-15.0487	-5.22408	139.6602	4.060664	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.39343	8.469902
23890	-21.6169	-15.8163	-5.80055	177.9214	4.987094	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.67637	7.153739
23900	-20.5266	-15.3639	-5.16272	109.2997	3.262415	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.5027	10.26929
23910	-20.4777	-15.0741	-5.4036	148.4873	4.332605	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.27206	7.910266
23920	-20.4014	-15.1132	-5.28819	110.6282	3.187784	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.7038	10.8865
23930	-21.4732	-15.3072	-6.16598	88.8364	2.610051	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.03627	13.04046
23940	-21.2489	-15.2307	-6.01825	94.83196	2.726143	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.78614	12.7602
23950	-20.2013	-15.0679	-5.1334	118.0345	3.428396	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.42848	10.04215
23960	-21.0316	-15.6636	-5.36796	98.00597	2.961557	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.09272	11.17409
23970	-22.9444	-16.2458	-6.6986	96.21593	2.627054	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.62503	13.94148
23980	-20.3123	-15.1906	-5.12169	125.6707	3.717926	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.8013	9.091438
23990	-20.2289	-15.0982	-5.13071	121.005	3.475692	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.81465	10.01661
24000	-20.5599	-15.1691	-5.39087	108.5088	3.105796	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.93751	11.24913
24010	-20.7518	-15.3842	-5.3676	112.7903	3.177262	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.49921	11.17289
24020	-20.7981	-15.6411	-5.15699	125.6818	3.505056	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.8573	10.23017
24030	-20.8769	-15.7591	-5.11782	110.0476	3.338713	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.96109	9.872395
24040	-20.6699	-15.1201	-5.54981	158.9434	4.577035	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.72628	7.58707
24050	-21.4469	-16.0283	-5.41861	116.3878	3.204163	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.32393	11.33648
24060	-21.0489	-15.5023	-5.54666	95.12358	2.851123	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.36355	11.7019
24070	-20.4162	-15.2412	-5.17504	130.5289	3.873458	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.69828	8.699794
24080	-21.8461	-16.0354	-5.81072	180.1081	5.023068	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.85619	7.138305
24090	-20.8875	-15.3844	-5.50317	97.27646	2.897873	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.56823	11.58375
24100	-24.2198	-15.5215	-8.69835	72.29952	2.087041	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.64211	16.59867
24110	-20.2884	-15.1518	-5.13657	114.5337	3.372374	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.96235	10.07075
24120	-21.7451	-15.7624	-5.98269	102.4127	2.840831	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.05026	12.69004
24130	-22.2613	-16.9928	-5.26851	162.1914	4.419819	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.69639	8.302689
24140	-21.0007	-15.2037	-5.79692	95.62953	2.788034	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.29999	12.30258
24150	-22.498	-16.0659	-6.43217	79.1122	2.420001	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.69098	13.50866
24160	-21.5021	-16.1509	-5.35126	162.0104	4.486837	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.10792	8.047522
24170	-21.9343	-16.0913	-5.84291	107.0039	2.937319	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.42909	12.40216
24180	-22.1328	-17.0286	-5.10419	106.428	3.333834	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.9236	9.575642
24190	-20.7249	-15.2422	-5.48272	107.2185	3.049938	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.15433	11.52624
24200	-20.4555	-15.1395	-5.31597	110.4942	3.170518	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.85051	10.99206
24210	-21.4919	-15.2503	-6.24153	90.38233	2.61892	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.5113	13.17768
24220	-21.7624	-16.0735	-5.68891	147.2211	4.480724	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.85654	7.332864
24230	-20.2603	-15.0721	-5.18821	139.6876	4.022887	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.72323	8.631421
24240	-22.2571	-15.3234	-6.93367	199.4712	5.806284	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.35437	5.916756
24250	-20.4349	-15.3312	-5.10375	132.443	3.741461	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.39874	9.461207
24260	-20.6121	-15.226	-5.3861	102.311	3.01786	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.90183	11.23373
24270	-20.2417	-15.1114	-5.13033	128.4954	3.777492	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.01605	9.004931
24280	-20.5778	-15.1338	-5.44399	104.997	3.033049	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.61765	11.41348
24290	-21.0291	-15.7097	-5.31935	134.5696	4.06611	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.09541	8.139329
24300	-20.6542	-15.5204	-5.13385	110.0788	3.310169	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.25473	10.04623
24310	-20.5362	-15.3428	-5.19341	130.5992	3.895567	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.52508	8.605957
24320	-20.5786	-15.3189	-5.25973	104.9491	3.121557	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.62076	10.77051
24330	-20.6498	-15.5092	-5.14056	109.5478	3.292566	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.27127	10.10497
24340	-21.1055	-15.9655	-5.14001	145.8503	4.042754	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.07697	8.923861
24350	-20.2017	-15.0961	-5.10556	120.7719	3.540031	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.11605	9.637217
24360	-21.5823	-15.2888	-6.29352	88.16989	2.577655	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.20547	13.27
24370	-21.7392	-16.2049	-5.53434	170.8362	4.735518	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.0755	7.618068
24380	-20.3705	-15.0553	-5.31519	145.4944	4.224693	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.43905	8.151846
24390	-22.7593	-17.0421	-5.71725	83.20147	2.619731	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.75955	12.12321
24400	-20.5464	-15.0869	-5.45944	154.1542	4.451878	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.62679	7.778019
24410	-20.5842	-15.4796	-5.10453	134.8281	3.786036	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.61195	9.406133
24420	-21.3164	-15.9506	-5.36577	117.6005	3.245195	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.23834	11.16677
24430	-20.3131	-15.0781	-5.23509	143.1511	4.121864	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.72969	8.425725
24440	-23.2811	-18.1762	-5.10494	104.1494	3.330826	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.26833	9.38756
24450	-22.3185	-15.3355	-6.98297	201.773	5.859695	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.43405	5.876424
24460	-20.5102	-15.2663	-5.24388	116.3089	3.296711	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.28027	10.70165
24470	-21.2545	-15.7101	-5.54437	93.41048	2.82607	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.05313	11.69579
24480	-20.4642	-15.21	-5.25412	136.5535	4.043051	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.77487	8.353807
24490	-20.3294	-15.1172	-5.21218	110.7278	3.239344	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.18216	10.55219
24500	-21.7375	-15.9079	-5.82954	106.0793	2.927991	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.22939	12.37346
24510	-20.2752	-15.1621	-5.11312	125.3472	3.575649	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.0558	9.804039
24520	-21.1993	-15.2958	-5.90351	175.0356	4.999341	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.01173	7.003269
24530	-20.3592	-15.2161	-5.14305	112.7727	3.337289	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.79171	10.1255
24540	-20.5707	-15.1606	-5.4101	103.2158	3.02093	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.16689	11.31006
24550	-20.2208	-15.1026	-5.11815	117.8643	3.454494	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.11911	9.87673
24560	-21.9691	-15.3618	-6.60735	84.03841	2.46804	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.05067	13.79665
24570	-20.567	-15.4093	-5.15768	142.9671	4.030407	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.47212	8.801125
24580	-21.1209	-15.3452	-5.77569	92.92143	2.753528	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.74632	12.25567
24590	-20.3936	-15.2858	-5.10788	116.4863	3.464812	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.61982	9.703217
24600	-21.5876	-15.2634	-6.32422	185.9992	5.353917	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.74077	6.488851
24610	-21.1556	-16.0074	-5.14818	121.038	3.695277	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.75478	8.863957
24620	-20.6379	-15.5294	-5.10857	113.6814	3.42004	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.23979	9.719123
24630	-20.6158	-15.1407	-5.47507	102.9475	2.991412	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.41435	11.50438
24640	-21.3432	-15.4127	-5.93043	89.9038	2.672797	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.6366	12.5848
24650	-21.2507	-15.6055	-5.64514	92.31893	2.779213	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.21765	11.95218
24660	-20.7174	-15.1834	-5.53404	150.9317	4.450925	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.91018	7.618683
24670	-20.522	-15.2079	-5.31417	140.0311	4.143835	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.79264	8.154919
24680	-20.7246	-15.3493	-5.37527	156.0479	4.421331	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.29432	7.982736
24690	-20.6328	-15.4834	-5.1494	109.0454	3.273676	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.30978	10.17504
24700	-20.2103	-15.1041	-5.10613	130.1918	3.732423	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.88131	9.345488
24710	-21.8918	-15.9956	-5.89616	85.60794	2.615496	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.73105	12.51428
24720	-21.1293	-15.8098	-5.31947	157.8106	4.40335	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.83875	8.138973
24730	-21.4533	-16.3474	-5.10592	137.7999	3.778974	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.46491	9.649421
24740	-20.3844	-15.2745	-5.10993	122.1859	3.633141	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.63094	9.256712
24750	-21.985	-15.9169	-6.06811	102.1788	2.819131	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.24479	12.85672
24760	-23.1831	-15.7358	-7.44731	204.3738	6.0803	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.61245	5.52809
