Iteration	Posterior	Likelihood	Prior	alpha	beta	d[1]	d[2]	d[3]	d[4]	d[5]	d[6]	mean	var
6070	-21.2171	-16.1012	-5.11583	133.7492	3.68584	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.28731	9.845058
6080	-20.7187	-15.582	-5.1367	109.2571	3.293591	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.17265	10.07188
6090	-20.6742	-15.1488	-5.52537	101.7578	2.956102	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.42295	11.64471
6100	-20.4928	-15.3162	-5.17656	108.969	3.243643	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.59463	10.35707
6110	-22.367	-17.2341	-5.13296	100.4123	3.162784	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.74807	10.03801
6120	-21.1894	-15.9786	-5.21084	101.5265	3.102828	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.72064	10.54542
6130	-21.2205	-15.7657	-5.45481	113.5224	3.149365	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.04611	11.44551
6140	-20.1788	-15.0682	-5.11061	126.637	3.701223	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.21492	9.244218
6150	-22.3413	-17.1936	-5.14777	99.28244	3.125602	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.76426	10.16261
6160	-20.2718	-15.0939	-5.17796	139.639	4.009974	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.82292	8.684077
6170	-20.4592	-15.2772	-5.18197	120.0294	3.399015	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.31299	10.38918
6180	-20.7125	-15.3138	-5.3987	110.8749	3.135992	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.35562	11.27414
6190	-20.1858	-15.0636	-5.12224	119.4895	3.469399	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.44097	9.927072
6200	-20.5027	-15.2359	-5.26683	105.8533	3.130649	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.81192	10.80029
6210	-21.4254	-16.1152	-5.3102	96.75641	2.96977	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.58044	10.9707
6220	-20.7783	-15.5954	-5.18298	105.7792	3.189964	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.16	10.3951
6230	-21.151	-15.332	-5.81893	100.9209	2.85856	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.3048	12.35055
6240	-20.3524	-15.0538	-5.29862	144.5254	4.197439	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.43181	8.203054
6250	-22.3186	-16.9726	-5.34601	91.43111	2.8701	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.85642	11.09941
6260	-20.2597	-15.0874	-5.17237	116.4105	3.356732	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.67972	10.33139
6270	-20.4358	-15.1814	-5.25445	114.3332	3.261548	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.0549	10.74793
6280	-21.016	-15.2214	-5.79457	95.02183	2.779744	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.18366	12.29741
6290	-20.5167	-15.1681	-5.34857	142.6045	4.207592	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.89219	8.055009
6300	-20.7549	-15.1632	-5.59166	99.98499	2.90856	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.37611	11.81894
6310	-22.4881	-15.5327	-6.95532	79.00657	2.347822	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.65101	14.33286
6320	-22.8451	-17.5786	-5.26659	121.251	3.819959	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.74144	8.309368
6330	-20.3454	-15.0642	-5.28116	145.1094	4.191463	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.62023	8.259701
6340	-21.5476	-15.3772	-6.17035	87.59049	2.590884	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.80718	13.04851
6350	-21.198	-15.3889	-5.80904	158.1379	4.705906	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.60413	7.140841
6360	-20.4216	-15.2945	-5.12714	124.916	3.718325	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.5947	9.034901
6370	-20.511	-15.3916	-5.11936	122.6137	3.667028	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.43682	9.118233
6380	-21.0801	-15.3601	-5.72005	93.57545	2.777513	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.69037	12.12969
6390	-20.8822	-15.7556	-5.12663	120.3883	3.649328	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.98918	9.039795
6400	-21.0152	-15.7417	-5.27348	100.4779	3.046269	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.98391	10.82764
6410	-20.6139	-15.5089	-5.10501	117.9386	3.545043	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.26858	9.384537
6420	-20.8828	-15.4194	-5.46341	110.1974	3.099497	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.55332	11.47068
6430	-20.6658	-15.1499	-5.51593	103.5513	2.985341	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.68658	11.61897
6440	-20.4953	-15.3734	-5.12194	112.9047	3.373041	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.47268	9.923593
6450	-22.2074	-15.5587	-6.64868	81.00754	2.417349	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.5109	13.86266
6460	-20.4984	-15.145	-5.35335	143.3646	4.222264	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.95442	8.041757
6470	-20.4818	-15.3748	-5.10701	120.1223	3.589905	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.46114	9.320897
6480	-22.8152	-16.149	-6.66622	207.2497	5.805385	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.69956	6.149387
6490	-20.3541	-15.1435	-5.21058	134.9622	3.978347	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.9242	8.52721
6500	-20.4293	-15.2747	-5.15461	140.9944	3.998047	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.26582	8.820761
6510	-20.4264	-15.2354	-5.19101	118.8125	3.373395	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.22045	10.44065
6520	-21.113	-15.1835	-5.92948	173.0734	4.98409	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.72518	6.967206
6530	-22.1266	-16.2243	-5.90233	84.20906	2.592714	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.47911	12.52707
6540	-20.5346	-15.0787	-5.45587	153.484	4.439877	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.56943	7.786122
6550	-21.0839	-15.2907	-5.79315	93.51034	2.757898	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.90639	12.29429
6560	-21.3896	-16.2489	-5.14068	147.7839	4.07063	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.30493	8.918749
6570	-21.1535	-15.2349	-5.91854	164.819	4.858521	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.92369	6.982307
6580	-21.0907	-15.143	-5.94775	169.7856	4.945388	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.33211	6.942248
6590	-20.942	-15.8218	-5.12022	142.0226	3.948788	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.96613	9.108145
6600	-21.5807	-15.6313	-5.94942	181.0893	5.108191	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.45077	6.939985
6610	-20.8844	-15.7367	-5.14778	122.9482	3.72373	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.01749	8.866778
6620	-20.2038	-15.0974	-5.10642	130.1158	3.732986	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.85569	9.337215
6630	-23.7362	-18.3242	-5.41203	84.73552	2.736431	31.9935	34.5389	38.4753	35.088	36.985	29.6608	30.96571	11.3161
6640	-20.3027	-15.1917	-5.11095	117.1429	3.463228	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.82476	9.766831
6650	-20.7211	-15.5187	-5.20242	105.3873	3.167783	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.26848	10.50213
6660	-20.4439	-15.3356	-5.10835	134.8881	3.810668	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.3975	9.289054
6670	-20.3722	-15.2637	-5.10851	128.135	3.631218	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.28706	9.717693
6680	-21.2457	-15.9027	-5.343	118.0815	3.263219	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.1856	11.08893
6690	-20.4726	-15.0652	-5.40747	149.8721	4.355404	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.4106	7.900669
6700	-20.6948	-15.3193	-5.37551	111.7182	3.158422	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.37154	11.19912
6710	-21.4471	-15.9161	-5.53098	112.5236	3.106521	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.22173	11.6599
6720	-20.7979	-15.3833	-5.41461	111.2433	3.134261	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.49268	11.3241
6730	-27.8582	-21.4904	-6.36776	116.8731	2.953383	31.9935	34.5389	38.4753	35.088	36.985	29.6608	39.57262	13.39908
6740	-22.2724	-16.108	-6.16441	162.7196	4.93966	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.94145	6.668769
6750	-22.3155	-15.5349	-6.7806	80.23392	2.388077	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.59771	14.06894
6760	-20.5028	-15.3843	-5.1185	137.7612	3.884739	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.46216	9.128583
6770	-20.7744	-15.5701	-5.20427	121.7877	3.403792	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.78	10.5118
6780	-20.1581	-15.0513	-5.10686	126.7247	3.686462	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.37571	9.32485
6790	-20.889	-15.6878	-5.2012	104.0346	3.148345	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.04421	10.49574
6800	-20.3668	-15.2434	-5.12335	114.3663	3.392019	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.7163	9.939892
6810	-20.9321	-15.3645	-5.56759	106.7945	3.013889	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.43413	11.75694
6820	-24.3406	-18.0925	-6.24813	109.2962	2.878648	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.9679	13.18949
6830	-21.404	-16.2228	-5.1812	101.6545	3.128715	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.49083	10.38472
6840	-23.0864	-15.4804	-7.60605	81.39339	2.310764	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.22358	15.24326
6850	-21.8596	-15.8526	-6.00702	185.1299	5.193571	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.64598	6.863481
6860	-21.4317	-15.447	-5.98471	88.8137	2.645086	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.57687	12.69405
6870	-21.1343	-15.9221	-5.21219	101.8235	3.106359	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.77905	10.55224
6880	-22.6883	-15.4131	-7.27523	211.1487	6.112641	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.54295	5.651068
6890	-21.0723	-15.3126	-5.7597	101.7911	2.886162	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.26868	12.21993
6900	-21.1977	-15.3588	-5.83891	100.9287	2.853702	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.36764	12.3936
6910	-21.4182	-16.073	-5.34521	119.1015	3.276145	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.35415	11.09663
6920	-20.4493	-15.1125	-5.33686	107.6923	3.119391	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.5235	11.06739
6930	-22.5631	-16.5087	-6.05436	105.7717	2.871219	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.83862	12.83031
6940	-20.2661	-15.0881	-5.17796	113.6603	3.311388	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.32408	10.36547
6950	-20.4549	-15.3507	-5.10416	131.159	3.701395	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.43501	9.57342
6960	-21.6538	-16.0796	-5.57413	112.4983	3.091094	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.39433	11.77393
6970	-21.488	-15.4583	-6.02968	181.5097	5.153539	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.22041	6.834218
6980	-20.2969	-15.1649	-5.13198	114.7132	3.382059	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.91814	10.02884
6990	-21.3954	-15.2404	-6.15495	181.0001	5.205391	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.77166	6.679933
7000	-22.9372	-17.8321	-5.10509	145.1131	3.883938	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.36237	9.619713
7010	-21.381	-16.2616	-5.11944	134.0996	3.681662	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.42367	9.893271
7020	-21.7864	-15.8515	-5.93494	157.4842	4.756888	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.10656	6.959712
7030	-23.0895	-17.8286	-5.2609	90.97672	2.905676	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.31001	10.77546
7040	-22.5939	-15.3704	-7.22341	81.94377	2.35939	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.73091	14.72029
7050	-21.4389	-16.1653	-5.27361	97.74991	3.004558	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.53388	10.82818
7060	-21.6385	-16.4982	-5.14025	103.0811	3.194307	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.27026	10.10243
7070	-20.7424	-15.1554	-5.58695	101.0963	2.926167	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.54906	11.80693
7080	-20.2263	-15.0862	-5.14008	119.4219	3.438438	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.73145	10.10094
7090	-21.8638	-16.6593	-5.20456	128.6931	3.498712	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.78299	10.51329
7100	-20.4336	-15.1266	-5.30704	107.0408	3.125305	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.24972	10.95884
7110	-20.6741	-15.4633	-5.21076	147.9459	4.165511	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.51687	8.526414
7120	-22.2564	-16.07	-6.18638	81.59305	2.4978	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.66597	13.0779
7130	-20.7888	-15.1664	-5.62236	99.4645	2.891551	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.39832	11.89615
7140	-20.3287	-15.225	-5.10369	130.0543	3.694111	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.20584	9.53026
7150	-20.8475	-15.1112	-5.73625	164.0089	4.754738	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.49379	7.254615
7160	-21.9194	-15.5161	-6.40333	176.1255	5.243733	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.58781	6.405324
7170	-20.6227	-15.0878	-5.53494	156.7733	4.536786	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.55603	7.616852
7180	-20.4514	-15.2257	-5.22568	134.4856	3.98627	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.7372	8.463349
7190	-21.4529	-15.6583	-5.79457	104.8707	2.920252	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.91151	12.2974
7200	-20.6302	-15.2383	-5.39193	101.9427	3.009906	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.86906	11.25253
7210	-20.3024	-15.1209	-5.18155	140.6664	4.029082	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.91276	8.665191
7220	-21.0458	-15.9338	-5.11197	109.8173	3.350106	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.78024	9.784836
7230	-21.4001	-16.2159	-5.18421	101.5193	3.124001	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.49656	10.40222
7240	-23.1799	-16.1947	-6.98523	93.03832	2.543873	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.57349	14.37709
7250	-21.5281	-15.4386	-6.08952	97.72109	2.752585	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.50156	12.89753
7260	-20.4019	-15.1552	-5.24664	114.1325	3.263857	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.96859	10.71389
7270	-20.4828	-15.3504	-5.13246	125.2361	3.532988	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.44765	10.03334
7280	-23.1771	-15.8677	-7.3094	73.68921	2.228311	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.06954	14.84063
7290	-23.2455	-18.1091	-5.13638	140.1965	3.731424	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.57186	10.06904
7300	-20.5961	-15.2793	-5.31684	113.298	3.210021	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.29508	10.99528
7310	-21.2983	-15.5332	-5.76513	104.3195	2.920333	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.72179	12.23209
7320	-21.4512	-16.2625	-5.18874	101.0045	3.112222	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.45415	10.42797
7330	-20.674	-15.227	-5.44705	100.8003	2.97063	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.93231	11.4226
7340	-20.6119	-15.2374	-5.37447	154.3602	4.396778	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.10758	7.984842
7350	-21.8499	-16.0891	-5.76078	87.04143	2.668613	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.61673	12.22235
7360	-20.5539	-15.0755	-5.47838	153.84	4.459434	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.49765	7.735881
7370	-20.6604	-15.1999	-5.46048	157.5123	4.50078	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.99668	7.775692
7380	-20.2856	-15.1115	-5.17409	112.843	3.303198	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.16176	10.34203
7390	-20.4168	-15.2921	-5.12472	125.4846	3.550373	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.34406	9.955029
7400	-22.8521	-17.2322	-5.61992	84.12773	2.659971	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.62731	11.8901
7410	-21.4794	-15.2536	-6.22574	90.05911	2.617052	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.41243	13.14931
7420	-23.611	-15.5895	-8.02145	72.46426	2.142981	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.81471	15.77929
7430	-20.9152	-15.3909	-5.52432	96.75186	2.882825	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.56147	11.64187
7440	-21.3722	-16.0671	-5.30506	120.5879	3.318313	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.34012	10.95139
7450	-21.715	-15.5729	-6.14201	85.67219	2.567516	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.36773	12.99612
7460	-20.7634	-15.407	-5.3564	100.6823	3.006969	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.48297	11.13512
7470	-20.4976	-15.3675	-5.13017	112	3.344732	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.48548	10.01141
7480	-20.3532	-15.1344	-5.21886	109.8956	3.22211	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.10673	10.58522
7490	-20.289	-15.139	-5.15004	130.0689	3.833431	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.93016	8.85112
7500	-20.4509	-15.2489	-5.20199	144.6367	4.109203	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.19823	8.565707
7510	-20.4365	-15.1217	-5.31483	141.896	4.17185	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.01272	8.152911
7520	-20.7699	-15.3531	-5.41683	110.8098	3.127197	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.43423	11.33099
7530	-20.3555	-15.1334	-5.22209	143.9332	4.120314	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.93259	8.478138
7540	-20.3653	-15.2341	-5.13119	137.738	3.912679	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.20299	8.997158
7550	-20.4709	-15.3632	-5.10761	129.6708	3.656858	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.45962	9.696745
7560	-20.1913	-15.045	-5.14636	133.5143	3.878256	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.42638	8.876769
7570	-21.1153	-15.7165	-5.39878	138.3655	4.179146	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.10856	7.922328
7580	-21.3105	-15.8913	-5.4192	115.4732	3.191291	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.18385	11.33831
7590	-22.7588	-17.655	-5.10381	146.7198	3.939284	31.9935	34.5389	38.4753	35.088	36.985	29.6608	37.24529	9.454838
7600	-20.3518	-15.0537	-5.29802	144.6123	4.198215	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.44615	8.204952
7610	-20.5041	-15.3864	-5.11772	113.3518	3.388695	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.44999	9.871054
7620	-22.5352	-17.3444	-5.19082	158.3646	4.286596	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.94413	8.618524
7630	-20.4933	-15.2728	-5.22043	107.2265	3.181596	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.70212	10.59283
7640	-21.5118	-16.1869	-5.32487	95.87215	2.948939	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.51073	11.02455
7650	-21.3169	-16.2078	-5.10913	142.2319	3.916529	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.3158	9.272446
7660	-25.2657	-17.8657	-7.39998	186.3805	5.78913	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.19491	5.561269
7670	-21.8623	-16.5046	-5.35762	121.0779	3.296885	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.72494	11.13928
7680	-20.9871	-15.1966	-5.79042	98.29481	2.828265	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.75446	12.28826
7690	-20.7612	-15.1012	-5.66	159.5277	4.648534	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.31785	7.382511
7700	-20.7765	-15.5128	-5.26374	133.3264	4.003254	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.30451	8.31936
7710	-20.2968	-15.1	-5.19683	141.2924	4.055742	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.83762	8.589702
7720	-20.212	-15.0503	-5.16164	136.2505	3.940074	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.5807	8.776662
7730	-21.03	-15.493	-5.53694	95.41226	2.858619	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.37704	11.67593
7740	-21.679	-15.3489	-6.33013	188.3051	5.389647	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.9383	6.482484
7750	-20.2936	-15.19	-5.1036	129.7965	3.694962	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.12796	9.506987
7760	-20.4773	-15.2843	-5.19296	108.4409	3.221137	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.66541	10.45141
7770	-20.4901	-15.0674	-5.42274	151.0815	4.383272	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.46774	7.863474
7780	-20.4988	-15.1661	-5.33268	141.8168	4.184255	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.89296	8.100119
7790	-23.5194	-17.2529	-6.26649	158.5857	4.91977	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.23438	6.552009
7800	-20.39	-15.2838	-5.10626	129.1667	3.656669	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.32361	9.66005
7810	-20.297	-15.1808	-5.1162	116.3815	3.437303	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.85839	9.850277
7820	-21.637	-15.4511	-6.1859	96.43578	2.715594	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.51185	13.07701
7830	-20.5868	-15.4824	-5.10442	132.3647	3.715349	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.62646	9.588996
7840	-20.8488	-15.3839	-5.46491	160.5639	4.54708	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.31143	7.765737
7850	-21.5701	-16.4566	-5.11346	113.8624	3.518547	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.36063	9.197158
7860	-21.9537	-16.3636	-5.59001	88.50946	2.73705	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.33754	11.81474
7870	-20.2793	-15.1248	-5.15449	138.3527	3.960243	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.93542	8.821532
7880	-20.3747	-15.2368	-5.13789	112.911	3.346477	31.9935	34.5389	38.4753	35.088	36.985	29.6608	33.74027	10.08233
7890	-24.2657	-17.8254	-6.44034	71.65043	2.301878	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.12694	13.52241
7900	-20.4283	-15.1215	-5.30678	107.277	3.128889	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.28597	10.95787
7910	-20.1661	-15.0621	-5.10406	123.0367	3.586194	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.30843	9.566808
7920	-21.4202	-16.2015	-5.21871	125.2904	3.841027	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.61899	8.492257
7930	-21.1271	-15.2538	-5.87329	93.18995	2.734084	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.08452	12.46652
7940	-20.9276	-15.1867	-5.74089	99.00889	2.851409	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.72279	12.17741
7950	-22.7356	-17.2732	-5.46234	87.18863	2.757365	31.9935	34.5389	38.4753	35.088	36.985	29.6608	31.62028	11.46757
7960	-20.4576	-15.235	-5.22255	116.9399	3.320976	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.21251	10.60306
7970	-20.4203	-15.2343	-5.18605	119.1209	3.382297	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.21894	10.41273
7980	-22.3441	-16.2613	-6.08271	104.0479	2.841719	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.61441	12.8846
7990	-20.6773	-15.2285	-5.44873	107.9648	3.073718	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.12515	11.42758
8000	-21.3453	-15.7446	-5.60064	109.6083	3.042384	31.9935	34.5389	38.4753	35.088	36.985	29.6608	36.02713	11.84174
8010	-24.1011	-18.6198	-5.48127	82.20708	2.671091	31.9935	34.5389	38.4753	35.088	36.985	29.6608	30.77659	11.5221
8020	-20.4004	-15.2937	-5.10669	129.1343	3.653853	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.34194	9.672514
8030	-21.0279	-15.4245	-5.60338	106.646	3.000111	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.54736	11.84868
8040	-20.453	-15.3116	-5.14143	123.7922	3.498835	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.38098	10.11222
8050	-20.4783	-15.245	-5.23332	146.7482	4.171608	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.17784	8.432682
8060	-20.6652	-15.3551	-5.31012	152.8102	4.325515	31.9935	34.5389	38.4753	35.088	36.985	29.6608	35.32764	8.167267
8070	-20.2782	-15.0742	-5.20395	140.9336	4.058384	31.9935	34.5389	38.4753	35.088	36.985	29.6608	34.72654	8.556741
8080	-21.1135	-15.9264	-5.18711	124.902	3.802829	31.9935	34.5389	38.4753	35.088	36.985	29.6608	32.84451	8.636862
